"","Alg12-18h","Alg12-20h","Alg12-22h","ARP6-18","ARP6-20","But18","But24","CHRA18","CHRA24","cin2-18","Cin2_16hrs","Cin2_18hrs","Cin2_20hrs","Cin2_22hrs","CIN8-18","CIN8-20","CLA4-18","CLA4-20","CLA4-22","CNB1","CTF4-16","CTF4-18","CTF4-20","CTF4-22","DEP1-18","DUN1-18","ESC1-18","Gas1","GAS1-42h","Gim3-18","GIM5-18","GIM5-20","GIM5-22","HOC1-18","KRE1-18","Leo18h","Leo24h","LGE1-19","MRC1-18","MT1448","MT1448sspH-24","MT1448sspH-45","MT1448sspH-48","MT2481","MT2481-24hours","MT2481-Camptothecin","MT2481-Cantharidin","MT2481-cyclosporine","MT2481-Fenbendazole","NUM1-18","Pac10-18","Peu18","POL32-18","PPH21","Ric1-27h","Rot2-18","SAP30-18","shm2-21","SLT2-18","SLT2-20","SLT2-22","Smi1","Swe1-18","TEP1","TOP1","WT-CAMP","WT-Ciclosporin","WT-Fen","YHR087W-18","Ypt6-27h"
"BTB 01022","-3.32124","-3.67631","-1.88388","-7.21509","-14.6034","-4.32983","-5.40275","-4.41561","-10.5948","-2.95531","-3.96951","-3.01839","0.145601","-0.453589","-6.79964","0.650561","-10.547","-20.6867","-9.30084","-20.1026","-8.21428","-9.4894","-19.8655","-23.0069","-1.98496","-1.1262","-10.8324","-9.42834","-2.80837","-4.60596","-8.75491","-11.594","-1.35267","-4.63525","-0.73739","-4.38932","-8.19483","-1.64527","-4.59517","-6.17494","-0.0486961","-0.0326703","-0.156925","-11.7914","0.158745","-3.1756","-6.02009","-7.65431","-9.75905","0.202717","-5.06374","-6.26844","-0.157897","-4.63633","-10.8203","-10.1816","-3.01831","-3.14914","-8.60181","-18.793","-17.2115","-0.224769","-7.95412","-3.97612","-7.26651","-5.56785","-10.2197","-8.93662","-9.45637","-12.9783"
"BTB 01036","0.228605","0.120354","0.309246","-0.0139155","0.567968","-0.717641","0.0604226","-0.898226","0.116009","-0.43343","-0.925964","-0.459041","-0.195551","-0.400583","-1.12945","-0.524238","-0.00311568","0.917257","0.692386","0.609819","0.131585","0.779185","0.710576","0.749577","0.567373","1.91938","0.455767","-0.365604","-0.495109","0.0451939","-0.776184","-0.683875","0.711967","0.512749","0.626266","-0.716772","-0.105916","-0.343147","0.167307","0.328228","0.00253796","0.0444982","-0.190552","0.304181","0.430118","-0.00574526","0.00871425","0.554742","-0.707704","0.232578","1.16873","-0.64744","0.656387","0.42108","-0.936968","-0.103497","0.694877","0.370421","-0.101564","0.865854","0.62256","0.331083","-0.24258","0.691648","-0.1936","-0.165765","-0.278524","-0.385324","-0.223252","-1.21738"
"BTB 01061","-1.05704","-1.12166","-1.87747","-1.16","-0.735385","-4.70843","-6.42364","-4.24293","-9.55114","-0.550236","-1.00598","-0.577427","-1.80768","-1.67614","-1.07977","-1.54689","-0.389225","-1.48447","-0.713092","-0.435356","-3.20095","-2.38683","-1.58204","-1.47592","-0.755332","-0.0913049","-2.90421","-3.7009","-1.12517","-0.30525","-0.0314585","-0.126158","-1.33432","-1.9246","-2.5081","-3.95292","-6.26061","0.420569","-0.852698","-0.270665","0.00707831","-0.00378482","0.321083","-1.50412","-0.133212","0.862715","0.679784","-0.899497","1.71063","-0.151269","-1.29505","-4.42617","-0.809114","-0.0976045","-7.38661","-1.89576","0.111668","-2.28296","-2.33498","-2.64368","-0.930747","-0.425153","-1.8262","0.277224","-2.15601","-0.706923","-0.386567","-0.220308","-1.75522","-8.12941"
"BTB 01088","0.142649","0.652972","0.501813","0.196732","-0.0931214","-0.888753","0.120332","-1.05103","-0.257975","0.899426","-0.431578","0.895209","-0.0549232","0.0637592","1.08243","0.363817","0.00161572","-0.20115","0.104161","0.0557799","-0.61012","0.0102803","0.0547312","0.454161","0.245225","-1.0206","0.288433","1.07158","0.277146","-0.874088","-0.082075","0.105879","-0.638853","-0.102489","0.369658","-1.24507","-0.300936","-0.710385","0.199158","0.220491","-0.0164644","-0.0300092","-0.111339","0.634325","0.849772","0.0720687","-0.269966","0.327276","-4.00917","-0.307433","0.477622","-0.400692","0.649138","0.0898092","1.13736","0.0892184","-0.270657","0.370365","-0.75224","0.108012","-0.094969","-0.203589","-0.281707","0.475842","-0.623317","0.440603","-0.310416","0.285468","-0.55126","0.946754"
"BTB 01148","0.725893","0.726799","0.236476","0.62847","0.379129","0.268384","0.559869","0.559322","0.750681","0.937512","-0.089636","0.932222","-0.243282","-0.533703","1.54189","0.838429","0.577302","0.492632","0.987335","0.792294","0.603748","0.607133","0.915848","1.14449","0.134065","0.234482","0.735237","1.65865","1.36466","-0.0718235","0.768314","0.733792","0.0888486","-0.0190333","0.324388","-0.174771","0.403095","0.430954","0.513784","0.746177","0.0183545","-0.0717786","0.347245","1.3814","1.1196","1.38337","1.928","1.55492","1.04713","-0.225175","0.620435","0.30846","-0.124539","0.93936","1.66139","0.441977","0.430106","0.820737","0.627454","0.935556","1.13322","1.62738","-0.00232761","1.03637","1.49428","0.849136","0.870726","0.727682","0.509014","1.77494"
"BTB 01177","-0.608097","1.07587","0.0529885","0.153449","0.572869","-0.46367","0.108204","-1.17399","-0.323039","0.195543","-0.184955","0.18","-0.684937","-0.159538","1.03687","0.121472","-3.29863","-1.86916","-1.46438","-0.073381","-3.31801","-3.3696","-1.63745","0.032777","-0.596436","-1.42788","0.392102","-2.32518","-0.356878","-0.717373","-0.19197","0.0989613","-0.786106","-1.29946","0.32065","-1.14155","-0.303543","-0.21106","-0.492169","-0.808438","-0.0322714","-0.0317246","0.17961","-1.56781","-0.496099","-0.277275","-0.0665245","-0.0705111","1.37324","-2.16996","-0.235871","0.11208","-0.545911","0.0616692","-0.343708","0.135289","-0.555775","0.939245","-1.38415","-0.824383","0.429122","0.31045","0.518297","-1.11874","-0.607661","0.0751946","0.45827","0.0278406","1.1293","-1.07706"
"BTB 01196","0.148747","-0.413719","-0.74987","-1.40531","-1.78726","-0.272104","-0.500957","0.728697","0.22091","-1.49878","-0.747284","-1.54242","-2.20429","-1.93639","0.314013","-0.507907","-0.750384","0.213506","0.133065","-0.761151","-0.935816","-1.74582","-1.34178","-1.07175","-0.880558","-1.29432","-0.712505","1.90641","-0.057891","-0.72817","0.0282706","-0.381581","-3.00698","0.0766608","-1.3128","-0.540087","-0.228564","0.314322","-1.03251","-0.614936","-0.0292991","-0.0329667","0.157959","0.945493","-1.7577","0.76175","0.0955761","-0.140595","0.77832","-0.691873","-1.11922","0.905955","-1.14151","-1.30405","-0.516625","-1.48279","-0.145426","-1.14313","-0.337923","-0.675523","-1.51527","-0.854614","-0.386648","-1.0532","-1.13223","-0.383209","0.662313","-0.509463","1.7278","-0.852367"
"BTB 01235","-2.12441","-2.56805","-0.133302","-1.85977","-3.54081","-1.58646","-0.852861","-0.669291","-0.22334","0.167693","0.140882","0.152202","-0.0034781","-0.121039","-1.82792","-0.677726","-1.87713","-2.36292","-1.97942","-1.91122","-0.206057","-0.446063","-0.845594","-0.110904","-0.760734","1.74303","0.549447","-2.01862","-2.28289","0.479003","-1.23053","-1.5987","0.0990539","0.461487","-0.233931","-0.252259","-0.17136","-1.69877","0.201111","-2.26613","-0.0199436","-0.0306053","-0.126957","-0.842861","-1.41755","-3.74009","-1.80928","-0.257866","-9.11607","-0.26127","-1.51182","-0.709355","0.531144","-1.25698","-1.23872","0.199285","-0.923645","-1.22822","-0.672602","-1.01073","-2.14783","-1.9581","-0.838244","-1.32805","-5.48608","-1.22634","-1.94026","-2.2307","-1.04176","-0.79051"
"BTB 01260","-13.0615","-18.1168","-11.187","-15.5855","-42.3535","-5.55134","-17.7802","-4.78803","-17.2638","-21.4622","-14.8067","-21.8005","-17.4307","-12.2795","-32.684","-42.5205","-14.8411","-30.7271","-25.1376","-26.4504","-4.99625","-5.73925","-8.55798","-5.24069","-43.8031","-20.8244","-52.3277","-8.73122","-7.53007","-28.9851","-23","-34.931","-38.1648","-28.1161","-4.51993","-5.60582","-24.3825","-18.1185","-29.5267","-20.4551","-0.038862","-0.0576282","-0.242344","-16.9824","-3.37903","-6.93283","-33.9062","-16.4693","-12.8505","-13.6347","-46.9203","-11.0116","-29.7134","-20.0839","-16.1509","-44.2694","-26.3187","-25.15","-11.2202","-31.8361","-45.6556","-7.20582","-48.3804","-13.1464","-12.1632","-35.1112","-41.4903","-34.2868","-40.6951","-18.432"
"BTB 01296","1.44029","0.761231","0.441194","1.00963","0.693936","0.675493","1.74137","0.792508","1.26578","1.23043","0.99489","1.23124","0.992922","0.178427","-0.596872","0.803657","0.932975","0.579004","0.777586","0.77324","1.0732","1.37977","1.23984","1.59287","0.113043","1.37886","0.245313","0.0657908","0.100327","1.50132","0.462191","1.07262","0.524386","0.684732","0.829521","1.12485","1.48445","0.102647","1.33255","0.296733","0.0633819","0.227367","0.0513349","1.40724","0.465478","1.75447","0.398746","1.37279","0.0934682","0.188314","1.05713","0.645019","0.728233","0.365591","0.221922","0.577233","0.987543","0.241438","0.866238","0.996254","1.06563","0.109785","1.03249","0.853444","1.18835","-0.209006","0.65661","0.407267","-0.0208624","-0.0305458"
"BTB 01349","-0.102505","0.0153325","-0.996553","-0.53832","-0.304536","-7.14315","-32.71","-5.04774","-20.7675","-0.740981","-0.349253","-0.772766","-0.0600834","-0.634402","-0.304388","-0.370695","0.59138","0.094898","0.251061","1.05642","-1.20841","-0.502394","-0.465864","-0.96201","-0.653282","0.0538332","-1.17054","-1.94338","-0.852663","-0.182222","-0.863853","-0.735867","0.373612","-0.0587912","0.151107","-5.68413","-26.4904","-1.81709","-0.397715","0.665129","0.0408162","0.120615","-0.0776573","-8.76641","-1.34726","-7.66666","-5.67335","-5.91962","-16.007","-0.164049","-0.429639","-11.75","0.588039","0.305636","-2.14411","-1.47336","-1.06981","-0.22084","-0.371443","0.299626","0.336779","0.00162462","-1.10298","0.427759","-1.17342","-0.15904","-0.633412","-0.284589","-0.34753","-5.58266"
"BTB 01396","-1.0764","-0.171795","-0.519726","-0.574018","-0.885382","-7.23563","-28.8473","-5.21266","-20.48","-1.2397","-0.87361","-1.27931","0.0282369","-0.719486","0.142767","-0.329497","-0.369542","-0.27251","0.216394","0.305667","-0.499216","-0.0510547","0.131076","0.0433894","-0.0862845","-0.285671","-0.641531","-0.930248","-0.341532","-0.838183","-0.620316","-1.03372","-0.184315","-1.07978","-0.978771","-5.65192","-25.1477","-0.444084","-0.670738","0.0132449","-0.0157434","-0.02505","-0.0196735","-23.8785","-2.99496","-12.152","-38.6923","-35.5907","-16.2704","-0.268768","-1.74212","-11.5969","-0.531164","0.212283","-1.76307","-0.499801","-0.395095","0.439226","-1.34139","-1.92524","-0.355472","-0.851364","-0.536883","0.611234","-0.603184","0.48988","-1.08619","0.101694","-0.455567","-1.18772"
"BTB 01410","-0.616337","0.0511661","-0.764676","0.671975","0.102578","-0.264644","1.04921","-0.224461","0.250011","-0.031055","-1.22645","-0.0505877","-0.0370062","-0.329488","1.10526","0.546944","-0.348788","0.642813","0.674419","1.02307","0.124407","-0.272363","0.133569","0.390666","-5.15691","-0.335918","0.01898","1.07076","0.634296","-0.661365","-0.0197058","0.339033","0.22737","-0.554594","0.505411","-1.15463","0.084659","-1.19243","-0.0435023","0.288954","0.0755051","0.12224","0.116074","0.394953","1.03728","-0.366367","1.75049","-0.984903","-5.24127","-1.20508","0.421377","0.0296597","-1.41944","0.780158","1.39679","-0.37441","-3.68259","1.62385","0.100939","0.501035","0.480624","1.69533","0.801677","1.01102","1.70189","0.14977","0.537405","0.160049","0.445951","1.18109"
"BTB 01444","-1.36041","0.551224","-0.164242","-0.163785","-0.184688","-1.73326","-0.102763","-1.62659","-0.939036","-0.600007","-1.35471","-0.629086","-1.22998","-1.84342","1.27511","0.183936","-0.895339","-0.472975","-0.0872589","-0.678778","-1.14844","-1.0105","-0.425594","-0.476011","-0.274593","-2.02003","-0.514346","0.716331","-0.839724","-1.10599","0.328631","0.297792","-1.54642","-1.08265","-1.16524","-1.96483","-1.33603","0.210894","-1.12188","-0.895758","-0.0273754","-0.0311049","-0.178974","-0.0199718","-0.477281","-1.37585","-0.187709","-0.241325","0.476693","-0.861517","-0.791719","-2.14818","-1.1964","-0.327457","0.256533","-0.697323","-0.0327236","0.21165","-0.132786","-0.133193","-0.237966","-0.0189484","0.38088","-0.689179","0.370016","0.0723105","0.534564","0.210947","0.734924","0.208036"
"BTB 01514","-2.7475","-2.50481","-4.49308","-2.81743","-4.40618","-1.63592","-2.3677","-0.864559","-3.11255","-3.2407","-3.24438","-3.30913","-4.39092","-4.8814","-0.989455","-3.03067","-2.22999","-1.85958","-3.89408","-2.15745","-2.16046","-3.45831","-3.1484","-1.77579","-4.9799","-5.42853","-5.33974","-1.34632","-3.79375","-4.2272","-0.956553","-1.87417","-5.42018","-6.61417","-5.20003","-1.50427","-3.34567","-2.65363","-4.67761","-2.33627","-0.0275136","-0.0357552","-0.232508","0.0284073","-1.88013","-2.13283","-0.0266677","-0.425903","-6.02391","-2.08795","-6.72431","-1.64793","-2.60558","-2.85284","-5.33238","-6.08178","-4.38652","-5.06098","-1.65478","-2.64025","-4.69097","-3.46644","-5.7049","-1.07478","-1.01566","-1.70086","-1.03012","-1.76857","-3.96515","-5.89582"
"BTB 01585","0.571632","-0.759714","-0.568751","0.433688","0.271463","0.552221","0.229491","-0.893774","-0.723077","0.889563","2.06246","0.887168","0.490303","0.64405","-1.59906","-1.11039","0.208183","-0.100699","0.179931","-1.29471","0.346587","0.295151","-0.441505","0.260322","0.462509","2.21134","0.124468","-0.453571","-0.0325946","1.69111","0.0488109","0.46704","0.459156","0.730108","-1.10617","0.404068","0.174644","-0.0616256","0.452873","-2.30957","-0.0325196","-0.0516639","0.467321","-3.60639","-2.03279","-1.7367","-2.25738","-1.42193","-14.5538","0.288188","0.53905","-0.6651","0.439976","-1.16534","-1.47267","-1.6652","0.656183","-1.29446","0.383796","-0.319236","-1.23918","-1.11707","-0.0658011","-1.39857","-0.680321","-1.36365","0.289881","-0.25151","-1.9108","-1.77142"
"BTB 01616","-0.123197","0.519993","0.324941","0.242584","-0.808744","2.45862","-1.26652","1.65462","2.28638","-2.7747","-0.218525","0.0762714","-0.808385","-0.682651","0.704926","-0.295381","-0.448611","-0.469804","0.201313","-0.0941729","0.91751","-0.184845","0.875983","1.48209","-0.0418938","-0.184596","0.00975364","0.354587","-0.184753","0.16268","0.394933","-0.198074","0.262271","-0.0730936","-0.37202","2.65693","2.02915","0.330959","0.438715","-0.186568","-0.0105883","-0.000326782","-0.0406808","0.368405","-0.646879","-0.315951","-0.877133","-0.330004","-0.244031","-1.15673","-0.0283393","1.66541","0.159052","-0.00647053","0.245412","0.39506","0.287307","0.555118","0.969283","-0.364336","0.513","-0.138811","0.57154","-0.433922","-0.526473","-0.0514224","0.0679329","0.29004","0.113358","0.0444079"
"BTB 01706","-0.518017","-1.26482","-1.34122","-0.59546","-0.958249","-1.8661","-0.90692","-2.33454","-2.73251","0.131783","0.370693","0.115719","-0.345614","-1.02242","-2.59227","-0.974848","0.236784","-0.563499","-0.948405","-0.421729","0.44561","0.432785","0.323724","0.274096","-0.817353","1.56568","-1.18109","-1.0221","-0.501279","0.864638","-0.613605","-0.495302","-0.194256","-0.0222498","-0.467198","-1.90652","-1.24304","-0.6247","0.245986","-0.178354","-0.0144538","-0.0255107","-0.088143","-1.6823","0.914852","-4.06251","-0.40015","-0.138132","-9.78052","-0.144531","0.0196459","-1.68377","0.187089","-0.0240439","-0.60156","-1.45242","-0.0168448","-1.37324","-0.670558","-0.265436","-0.99689","-0.0309852","-1.19524","-0.437125","-1.12985","-1.82258","-0.412951","-0.163137","-1.65687","-1.13236"
"BTB 01787","0.515605","0.586282","0.100684","0.118582","0.616763","-0.905766","0.353813","-0.898956","-0.817138","0.581968","0.947825","0.571259","1.16349","0.689435","-1.34039","0.507713","0.768938","0.471161","0.266843","0.118254","0.109684","0.591411","0.715657","1.68217","1.27722","0.875134","0.322028","0.406632","0.328268","0.282905","0.517094","0.217327","0.936957","1.25562","0.487077","-0.783323","0.149801","0.842064","1.6358","0.158287","0.00381138","0.0969876","-0.0674935","0.775499","0.104232","1.17535","-0.0779454","1.313","-3.62266","0.404185","1.89162","-0.432815","0.456612","0.202454","0.69545","0.646522","0.764188","-0.022777","0.78936","0.552872","0.992262","0.0779639","1.06958","1.04022","1.19721","0.729272","-0.038942","0.059061","-9.39444e-05","-0.0301875"
"BTB 01869","0.959063","-1.09481","-0.318549","-0.480857","-0.359547","-0.218035","0.721166","-0.277085","-0.422199","0.032386","0.459779","0.0168588","0.191669","0.376394","-1.41486","-1.01611","0.181636","-0.99266","-1.88599","-0.180029","0.658782","0.517617","0.334665","-0.21414","-0.411138","0.118071","-1.4012","0.27531","-0.487453","-0.626055","-0.210316","-0.105034","0.482942","-0.211874","0.70148","-0.390804","0.132547","-0.569553","-0.455494","0.287053","-0.0145611","0.0123441","0.547189","0.350786","1.11722","0.629363","0.0554647","1.2277","0.770529","-0.202069","0.0529588","0.341529","0.0571986","-0.196901","0.623722","-0.753742","-0.194824","-0.0465427","0.181694","-0.171908","0.391181","-0.730495","-0.957069","-0.796503","0.511313","-0.28992","-0.949029","-0.642073","-1.32112","0.504393"
"BTB 01909","0.459813","0.234216","-0.512545","-0.729887","-0.503976","-1.89138","-1.12128","-2.11783","-2.68418","-0.28602","-0.0876819","-0.310513","0.0846888","-0.93604","0.16601","0.396373","0.0653892","0.00603996","-0.435337","0.0651149","-0.95603","-0.913319","-0.627142","-0.471868","-0.297577","-0.341747","0.107359","-1.08346","-0.453219","0.277913","-0.326877","-0.00990359","-0.447562","-1.25422","-0.563865","-2.3153","-1.84449","-0.243564","0.482947","-0.38406","0.012486","0.026867","-0.0121792","-1.87056","-0.448874","0.844534","0.0961451","-0.435423","0.590576","-0.550939","-0.724055","-1.64611","0.201798","-0.162454","-0.0808113","0.0655802","-0.672294","0.0757291","-0.820947","-0.564546","-0.262438","0.0683049","0.13365","0.665059","0.0911748","-0.241849","0.863067","-0.230997","0.551613","0.788802"
"BTB 01965","-0.933573","-0.15607","-0.351899","-0.709886","-0.550697","-3.25561","-1.90947","-4.01802","-8.58912","-1.2618","-1.98558","-1.30195","-0.943319","-0.960404","0.894462","0.13332","-0.866355","-0.618715","-0.641469","0.863024","-1.77986","-1.20262","-0.622608","-1.11109","0.142337","-1.05646","-0.405223","0.611732","0.108323","-0.661362","-0.845428","-0.495328","-0.417815","0.893065","0.547477","-4.22668","-7.374","-1.36572","0.234237","0.350718","-0.0354793","-0.0947028","-0.0322441","-1.79055","0.823808","-4.09179","-0.102938","-1.25285","-8.44132","-1.57038","-0.832994","-3.52309","-0.180253","1.11712","-0.228142","-0.122257","-2.98716","0.825507","-1.24377","-1.03268","0.0955751","0.244409","0.467667","1.36938","0.179817","0.257275","-0.428785","-0.416362","1.88633","-1.18348"
"BTB 02003","-0.756707","0.387919","-0.421188","0.499817","0.320274","-0.000534979","0.542703","0.927495","0.724875","-0.634363","-1.06834","-0.662998","-1.29681","-1.62931","1.77112","0.934335","-0.454695","0.910966","0.959244","-0.388182","-0.173785","-0.684835","0.399887","0.699906","-5.32767","-1.50647","-0.260443","0.329447","0.0238361","-1.43733","0.619167","1.16122","-1.1842","-1.00519","-0.253172","0.104944","1.01147","0.406364","-0.71059","-0.525452","-0.0168828","-0.0637822","-0.0334703","1.46577","-1.15578","0.267253","-0.0867991","-0.290331","0.662441","-0.753094","-1.00522","1.48153","-0.610393","-0.035231","1.12898","0.141622","0.360053","0.592334","0.384273","0.195374","0.470239","-0.350187","0.513595","0.0369158","-0.335778","1.03217","1.34732","0.395109","1.03744","0.837225"
