,ADK1_FO12_5,ARK1_BA,ARK1_F_BA,AVO1_FO12_5,BCK1_EDBA,BCK1_FODBA,BW25113_Ecoli_FO12_5,BW25113_Ecoli_S12_5,BW25113_S27_9,CAK1_FO12_5,CBK1_FO12_5,CCL1_FO12_5,CDC14_FO12_5,CDC15_FO12_5,CDC28_FO12_5,CDC28_het_F_BA,CDC28_he_BA,cdc34_FO12_5,cdc4_FO12_5,cdc53_FO12_5,CDC5_FO12_5,CDC7_FO12_5,CKA2_BA,CKI1_BA,CKI1_F_BA,CKS1_FO12_5,CLN2_EDBA,CLN2_FODBA,DAK1_BA,DAK1_F_BA,DBF20_FO12_5,DBF2_BA,DBF2_F_BA,DBF4_FO12_5,DUN1_FO12_5,ELM1_BA,ELM1_F_BA,FAB1_BA,FAB1_F_BA,FAR1_BA,FAR1_F_BA,FCP1_FO12_5,FMP48_EDBA,FMP48_FODBA,GLC7_BA,GLC7_F_BA,HOG1_EDBA,HOG1_FODBA,HRR25_het_F_BA,HRR25_he_BA,HSL1_BA,HSL1_F_BA,ILV3_F12_9,ILV3_S12_9,IPL1_FO12_5,IRE1_EDBA,IRE1_FODBA,ISR1_FO12_5,J_WT_Gal_FO12_5,J_WT_Gluc_FO12_5,KIN28_FO12_5,KSP1_EDBA,KSP1_FODBA,KSS1_het_F_BA,KSS1_he_BA,LST8_FO12_5,MCK1_BA,MCK1_F_BA,MEC1_FO12_5,MG1655_Ecoli_FO12_5,MG1655_Ecoli_S12_5,MG1655_S27_9,MKK1_EDBA,MKK1_FODBA,MPS1_FO12_5,NNK1_FODBA,NPR1_EDBA,NPR1_FODBA,PBS2_FO12_5,pdryCG196log_FODBA,pdryCG196_FODBA,pdryCG200_FODBA,PFK27_BA,PFK27_F_BA,PFK2_BA,PFK2_F_BA,PHO85_het_F_BA,PHO85_he_BA,PKC1_FO12_5,PRR2_BA,PRR2_F_BA,RAD53_het_F_BA,RAD53_he_BA,RIO1_EDBA,RIO1_FODBA,RIO2_FODBA,SCD5_FO12_5,SCH9_F12_9,SCH9_S12_9,Sc_mata_F12_9,Sc_mata_S12_9,SDS22_FO12_5,SFP1_F12_9,SFP1_S12_9,SLN1_FO12_5,SLT2_EDBA,SLT2_FODBA,SNF1_het_F_BA,SNF1_he_BA,SSU72_FO12_5,TOR1_EDBA,TOR1_FODBA,Tor1_GFP_BA,Tor1_GFP_F_BA,TOR2_EDBA,TOR2_FODBA,Tor2_GFP_F_BA,Tor2_GF_BA,TSCII_FO12_5,WT-TB50_BA,WT-TB50_F_BA,WtandRap_BA,WtandRap_F_BA,WTScer1448log_EDBA,WTScer1448log_FODBA,WTScer1448_EDBA,WTScer1448_FODBA,WTScer1450_FODBA,WT_hetdip_FO12_5,WT_mata_FO12_5,WT_pombe_FO12_5,YCK3_BA,YNK1_BA,YNK1_F_BA,YPI1_FO12_5
AW 00845,-1.23925,-1.35094,-1.53925,-1.07248,-0.410385,-0.300041,-1.10035,-1.62437,-1.86067,-0.954995,-1.41785,-1.32455,-1.14969,-1.14213,-1.05893,-0.888785,-0.984095,-0.944844,-1.07726,-0.845403,-1.30055,-1.26614,-1.62428,-1.17625,-1.42995,-1.35629,-3.9494,-0.545435,-0.885615,-1.32679,-1.28345,-1.45992,-0.872831,-1.72691,-1.21293,-1.11385,-1.2299,-0.101907,-1.20249,-1.70204,-2.015,-0.810083,-0.340914,-1.10899,-1.74875,-1.61212,-6.13732,0.227854,-0.187064,-0.607479,-1.09513,-1.30281,-1.04551,-1.58328,-0.951972,-0.544411,-1.05646,-1.0391,-1.5562,-0.0148772,-1.20997,-0.279164,-1.85534,-0.876098,-0.845201,-1.35719,-0.906093,-1.37654,-1.04635,-0.167508,0.269496,0.194844,-0.359669,-0.171036,-0.913488,-2.14477,-0.194035,-0.67243,-1.66067,0.411304,0.474237,0.15386,-0.639271,-0.818354,-1.02555,-0.563067,-0.837321,-0.919578,-1.3121,-0.929713,-1.09015,-0.461302,-0.212695,-0.842749,-0.591901,-1.26739,-1.69399,-0.165421,-0.124752,-0.985916,-0.51036,-0.878717,-1.05168,-1.83154,-0.915174,-6.42949,-0.836344,-0.805181,-0.96884,-0.499072,-0.648398,-2.0187,-1.05031,-0.711629,-1.0456,-1.17388,-0.616275,-0.0294749,-0.909035,-0.670184,-1.06541,-2.93932,-2.97926,-0.837422,-1.32671,-6.29461,-1.35046,-1.92882,-0.84766,-1.32179,-1.53585,-0.827971,-1.13562,-1.52349,-1.4512
BR 00082,-0.895828,-7.96184,-0.52725,-0.557381,-2.92245,-0.0667987,-1.21564,-4.0885,-4.35976,-0.942174,-0.60089,-0.862333,-0.669939,-1.06928,-0.623237,-0.857559,-7.74627,-0.919038,-0.909156,-0.479152,-1.52487,-0.660444,-4.51535,-8.64009,-0.0657913,-0.356257,-21.8079,-11.3735,-6.18275,-0.125138,0.426557,-6.44781,-13.4762,-0.857828,-0.00486173,-7.97547,-1.5876,-7.72269,-3.97765,-7.93394,-1.32886,-0.278723,-5.089,-0.364731,-7.00473,-1.85879,-17.5426,-1.01504,-1.47449,-8.39476,-6.77403,0.230881,-0.664754,-7.35764,-0.0841341,-5.77769,-2.94491,0.466627,-0.343976,-1.92647,-0.747343,-7.07035,-0.956333,-3.14125,-9.74323,-0.252687,-9.66872,-11.7491,-0.342291,-0.81791,-3.34249,-3.04699,-4.0498,0.45624,-0.385928,-0.685896,-5.40477,0.411847,-3.12736,-17.5799,-6.76528,-1.89764,-8.46156,-0.359327,-5.41107,-0.00665704,-1.03678,-8.00875,-0.853862,-8.04047,-1.37739,-1.13186,-4.8618,-7.29528,-1.05648,-1.25915,-0.825723,-30.7541,-10.0218,-17.5641,-9.3753,-1.00041,-1.90728,-10.8857,-0.178703,-22.1619,-21.2892,-1.02282,-10.4299,-0.226111,-4.40755,-1.80376,-7.69399,-10.563,-8.13008,-0.523171,-7.39341,-4.81767,-1.51786,-5.89277,-0.492551,-2.04694,-2.0078,-3.85512,0.0120852,-16.2354,-1.69474,-1.65649,-0.565232,0.559109,-17.8541,-6.64168,-5.60556,-0.253218,-0.878999
BTB 00693,-0.999207,-8.53694,-1.77852,-0.467977,-5.21064,-1.42403,-1.2619,-0.632423,-0.683349,-0.533726,-1.40518,-1.17964,-0.411386,-0.886241,-1.08611,-0.573591,-5.6548,-0.917565,-0.643105,-0.775587,-1.31027,-1.50188,-7.53409,-8.13098,-1.9565,-0.73846,-19.6518,-7.2787,-8.11758,-1.29275,-0.430116,-6.47008,-13.3975,-1.42073,-0.826367,-6.096,-1.51277,-10.2649,-7.38403,-8.31681,-1.99275,-0.394776,-3.55633,-0.571462,-5.71846,-0.802484,-18.2948,-1.94072,-1.23141,-6.62918,-4.55792,-1.01113,-0.898865,-6.82363,-1.05095,-6.40677,-7.81696,-0.807734,-2.79467,-2.35315,-0.522083,-3.98537,-0.685613,-0.398906,-4.04716,-1.67639,-6.15707,-1.35837,-0.886232,-1.76248,-1.66503,-0.969586,-6.62245,-1.40143,-0.902409,-0.683272,-4.177,-0.282824,-0.641475,0.0800607,-0.563876,-0.0423394,-9.74678,-6.0116,-5.91948,-1.83674,-0.59228,-5.18285,-1.59094,-4.58814,-0.594243,-0.901325,-6.22447,-3.42915,-0.297212,-0.528642,-1.77857,-2.5483,-3.48223,-1.37877,-5.42626,-0.922185,-1.0733,-6.72827,-1.42149,-18.3216,-4.60834,-0.757379,-5.11755,-0.617155,-4.41751,-1.35217,-4.40452,-2.77303,-4.23957,-0.230143,-1.17459,-3.29373,-0.916134,-4.34501,-0.501788,-2.38172,-2.42882,-4.51067,-0.643854,-19.0898,-0.547505,-0.528686,-0.378604,-0.891246,-0.918373,-7.49093,-7.11445,-1.49573,-1.507
BTB 00803,-0.186524,-0.0790812,-0.28002,0.316804,0.0983397,-0.0481642,-0.105126,-0.491385,-1.23335,0.124428,-0.0412247,-0.0258205,0.611546,0.186185,0.0911644,0.409834,0.57324,-0.0726647,0.114731,0.26686,0.0149029,-0.244828,0.324869,0.14522,-0.879726,0.34726,-4.97944,-1.72369,0.299798,-0.79078,-0.199994,0.24475,0.338832,-0.0998259,-0.516704,0.0157237,-0.707273,0.465359,-0.614518,0.376476,0.0224478,0.262013,0.465824,-0.5321,0.660521,-0.0264097,-6.09476,0.00440385,-0.487513,0.113525,0.338042,-0.484397,0.50779,0.410127,-0.067567,-0.381418,-0.89519,-0.215807,-0.0724108,-0.2861,0.259336,0.876956,-0.466346,0.227332,0.527827,-0.219617,0.227665,-0.950894,-0.00475799,0.376062,0.280595,0.134848,0.24555,-0.353095,-0.00628394,-0.687286,0.574422,-0.519687,-0.916081,0.0843325,-0.416099,-1.00849,0.0950113,-0.82377,0.604988,-0.226476,-0.165101,0.340197,-0.104005,0.281035,-0.5929,0.236173,0.806412,0.634844,-0.0713787,-0.278535,-0.4118,-0.790812,0.199744,-0.830457,0.602032,0.0891286,-0.0357723,0.362439,0.235418,-5.20401,-0.640255,-0.0360059,0.337192,0.603892,0.228419,-0.702455,-0.058801,-0.557499,0.213133,0.208239,-0.616275,0.318808,0.212545,0.261385,-0.329741,-3.94699,-3.82846,-0.123722,-0.887022,-4.43099,-1.03071,-0.301314,0.380893,-0.811909,-1.98201,0.666305,0.373727,-0.207383,-0.247917
BTB 01259,0.0913123,-2.58437,-0.519776,-0.443243,-2.51318,0.412271,-1.2165,-4.54261,-5.51692,-0.793239,-0.906471,-1.11904,-0.0780647,-0.659166,-0.873166,-0.591369,-2.38815,-0.88075,-0.5892,-0.747807,-0.65233,-0.93197,-1.92118,-2.65582,-0.616112,-0.38221,-11.81,-0.293151,-3.22417,-0.283962,-0.391924,-5.07759,-3.4838,-1.63787,-0.72652,-2.16781,-0.713493,-1.67144,-1.02677,-2.86033,-1.34909,-0.179536,-2.03946,0.459999,-2.78776,-0.833467,-10.2387,0.607304,-0.928849,-2.60927,-1.89819,0.047223,-0.554816,-2.31742,-0.691558,-2.96898,-0.711668,0.215811,-1.16909,-1.29268,-0.837965,-1.47912,-0.704556,-0.650355,-1.75931,-0.260836,-2.34538,-0.749228,-0.51009,-1.26074,-4.1048,-5.0493,-3.11847,-0.124768,-0.42827,-0.467807,-1.99004,0.357839,-0.247814,-0.242639,-0.11068,-0.255084,-3.98365,-0.835143,-2.09017,-0.492797,-0.424211,-2.00531,-0.889709,-1.70767,-0.348341,-0.677532,-2.33352,-2.0875,-0.786179,-0.802987,-0.953726,0.69211,-0.609324,-0.0951459,-1.478,-0.488025,-0.795143,-2.65024,-0.683856,-11.7662,-1.40699,-0.746565,-2.16009,-0.0150435,-1.97938,-0.71578,-2.08489,-1.01058,-2.93456,-0.51051,-0.917493,-0.322029,-0.664123,-1.65477,-1.31539,-2.40988,-2.32288,-1.91203,-0.470392,-10.6936,-1.62087,-0.731042,-0.316193,-0.622658,-0.420162,-3.41648,-2.27873,-0.690347,-0.897304
BTB 01345,-0.399158,-13.421,-10.9646,-2.36448,-7.56334,-31.8119,-0.813853,-3.38985,-6.59711,-2.09789,-0.683578,-1.43826,-0.874397,-1.95698,-1.57178,-0.836685,-11.4676,-5.48562,-0.52093,-0.155884,-1.50799,-2.08864,-11.4694,-14.3398,-10.3906,-1.2745,-24.0552,-22.5287,-11.8821,-7.86272,-0.480255,-7.29067,-23.6997,-1.81568,-1.82674,-14.3561,-8.97227,-18.2664,-28.3694,-13.0658,-14.6467,-0.682234,-7.92785,-9.36343,-10.745,-1.12725,-24.4174,-16.4944,-1.47996,-11.0854,-11.4289,-0.68584,-0.78133,-12.3148,-1.29021,-7.76413,-29.8685,-0.852087,-8.19301,-3.17441,-1.367,-8.67102,-11.8745,-1.08101,-9.51557,-1.52392,-10.5668,-19.4696,-1.06122,-1.13902,-3.65773,-4.26021,-9.41684,-29.886,-1.4953,-0.970752,-7.58423,-10.0754,-1.47618,-11.5534,-3.77299,-1.35125,-12.6051,-25.2972,-12.7866,-7.89752,-0.899968,-10.3346,-1.44497,-10.8631,-2.08806,-0.910529,-11.2223,-8.69052,-0.775581,-1.06403,-1.95363,-19.9957,-8.12785,-9.33254,-10.1853,-0.848262,-1.50631,-11.4409,-1.89346,-23.2405,-28.5908,-0.982091,-10.4669,-0.967589,-6.64576,-18.7161,-8.46351,-15.0833,-10.0135,-0.74984,-20.5664,-6.78444,-2.53021,-8.86248,-12.4854,-3.38362,-3.33086,-8.59289,-22.2589,-23.7475,-2.35743,-0.720679,-0.52327,-7.20418,-0.803178,-10.3416,-13.0047,-3.25557,-2.11081
BTB 01397,0.790423,0.797942,0.960471,1.05629,0.74599,0.220161,-0.71842,0.931361,0.865182,0.542975,0.813453,0.646433,0.72245,0.35079,1.11867,0.629281,0.803385,0.899768,0.536964,0.712891,0.928421,0.909382,0.55697,0.847244,0.702073,0.749567,-0.504572,0.879606,0.873658,0.257818,-0.175803,0.759719,0.68224,0.6726,1.09472,0.887294,0.678564,-0.112586,0.773625,0.386955,0.627893,0.0251419,0.670642,0.279196,0.604826,0.425468,-4.12815,0.395295,7.2718,4.25128,0.705484,0.605646,0.488026,0.357255,0.855126,0.675976,0.478927,1.01196,0.822525,0.0150755,0.521434,1.44191,0.906369,0.780651,0.553418,0.662874,0.586942,0.650631,0.567394,-0.703822,0.600861,0.462898,0.932847,0.780616,0.856953,0.925991,0.836382,0.141617,-0.0390877,0.191899,0.262437,0.408814,0.761341,0.781743,0.592266,0.292539,0.836568,0.51101,0.846647,0.579093,0.659779,0.680952,0.872901,0.834545,1.05071,0.815584,0.693158,0.719548,0.752913,0.585813,0.963133,0.731137,1.15377,0.732501,0.898944,-0.8692,0.697124,0.916834,0.685557,0.574308,0.682128,0.570471,0.272836,0.377178,0.156413,0.103852,0.746561,0.670981,0.674191,0.621827,0.740562,-3.15883,-3.02595,0.749999,0.87255,-2.41753,-0.259129,0.783767,0.322896,0.833173,-1.38298,0.564915,0.58638,0.132944,0.572366
BTB 01431,-1.13821,-3.10707,-0.79436,-0.833006,-1.50165,0.0211622,0.541936,0.74349,0.640072,-0.506927,-1.40829,-0.783497,-1.26245,-0.964755,-0.620173,-0.150134,-2.30485,-0.708292,-1.11425,-0.488859,-1.11255,-1.04605,-3.29737,-3.0662,-0.40347,-1.18554,-6.19752,0.534041,-2.1206,-0.431042,-0.752906,-2.94319,-1.52071,-1.00557,0.514519,-1.87534,0.69133,-1.65143,-0.044313,-2.49308,-0.31562,-1.1289,-1.32387,0.0637095,-3.16057,-1.16577,-7.50121,0.711226,-1.01777,-3.13259,-2.04963,-0.116188,-1.2111,-3.61432,-0.903097,-1.43228,-0.335547,-0.693494,-1.623,0.61138,-0.990504,-1.28695,-0.0267347,-0.745582,-2.40885,-1.39364,-2.00628,-1.06561,-0.68821,-0.216968,0.364145,0.160806,-1.28119,0.191151,-0.657346,-1.01967,-1.3433,0.149027,-0.487325,0.303737,0.386809,0.672888,-1.74731,0.0691744,-2.57087,-0.77134,-0.980247,-2.98116,-0.840257,-1.90886,-0.085734,-0.471121,-1.86703,-2.61148,-0.835988,-0.898258,-0.941675,0.306461,-1.70938,-0.446328,-2.11387,-0.877653,-0.804422,-3.9243,-0.619065,-8.7652,-0.649066,-0.774133,-2.58645,-0.619734,-1.59854,-0.552509,-2.73548,0.352534,-2.04622,-0.599972,0.445343,-0.950636,-0.931012,-2.58067,0.127992,-1.13152,-1.14763,-1.26828,-0.280442,-9.38853,-0.427256,-0.344916,-1.37652,-0.733461,-1.893,-1.75477,-2.01044,-0.145309,-0.890779
BTB 01473,-0.956358,-13.5084,-12.2468,-0.603323,-7.42517,-25.4371,-2.2509,-1.54976,-1.40928,-1.0006,-1.29363,-0.894318,-0.482398,-1.15617,-0.765327,-0.398624,-11.7915,-1.80901,-1.38166,-0.725564,-0.194105,-1.11249,-11.4123,-14.5404,-11.7832,-1.00057,-21.1404,-10.4631,-11.8027,-6.83595,-0.986975,-7.26082,-21.6977,-1.15885,-0.603052,-16.1741,-12.7828,-13.9342,-14.1047,-13.3918,-19.2338,-1.69812,-8.39702,-13.5109,-12.0613,-0.742158,-20.5086,-4.8988,-0.701334,-10.8652,-12.0086,-0.598061,-0.60201,-12.9998,-0.994345,-7.57671,-23.0454,-0.783939,-4.22584,-2.704,-1.08992,-9.3164,-23.1376,-0.991737,-9.94151,-1.86807,-10.9847,-21.4161,-0.689855,-3.16308,-2.77713,-2.88594,-8.55736,-14.1184,-0.787775,-8.69999,-7.82591,-12.2757,-4.42392,-16.6852,-4.85908,-1.20638,-11.9459,-19.4292,-13.1626,-10.0118,-0.797825,-10.5389,-0.607763,-11.2409,-3.10385,-1.17423,-10.9229,-9.64897,-0.149946,-1.18832,-1.00974,-24.157,-8.93054,-13.9169,-10.7209,-0.338549,-4.31637,-12.165,-1.31185,-23.7363,-28.8045,-1.04201,-11.0661,-0.645327,-6.85191,-22.907,-7.47959,-10.208,-10.3111,-0.615688,-18.5314,-6.54795,-0.659875,-7.65881,-4.85399,-3.17357,-3.16666,-8.63547,-24.5138,-21.791,-1.50926,-1.04493,-0.735119,-12.7101,-0.908805,-10.1562,-13.3168,-3.52411,-1.60363
BTB 01480,0.516282,-0.685664,0.135842,0.523074,-0.291113,0.0463028,0.594476,0.733997,0.878497,0.583818,-0.418236,0.542533,0.716651,0.876812,0.495531,0.276955,0.310248,0.586267,0.641535,0.613981,0.585338,0.339472,-0.858802,-0.147386,0.320756,0.387466,-3.91821,-0.181009,0.0257066,-0.652543,-0.0455623,-0.469156,0.358303,0.319121,0.622159,-0.244837,-0.217162,0.256729,0.687227,-0.0668989,0.22792,0.612511,0.025585,-0.152115,0.017927,0.219911,-7.35773,-0.132025,0.130248,0.086337,-0.313784,-0.333507,0.393442,-0.34223,-0.321671,-0.413157,-0.182961,0.668614,-0.366783,-0.127051,0.587392,0.562028,0.117483,0.876741,0.627822,-0.485091,-0.360055,0.0579054,0.490833,-0.00142808,0.350063,0.579529,-0.345783,0.0285849,0.714204,0.317194,0.18391,0.396003,-0.268159,0.0843325,0.437293,-0.0166745,-0.0584847,0.242448,-0.0128776,-0.0277561,0.914239,0.253506,-0.191826,0.21522,0.60955,0.847746,0.468547,0.536183,0.75116,0.441531,-0.605262,-0.0967782,-0.654517,0.344623,0.127722,0.985266,0.634568,-0.140457,0.701663,-4.37029,0.313757,0.842095,0.455287,-0.095901,0.293487,0.225389,-0.269769,0.245599,0.195661,0.698071,0.603306,0.616523,0.432145,0.129613,0.0516712,-0.0317348,-0.200853,-0.108409,-0.0894867,-3.77251,-0.163601,0.620048,0.598049,-0.241684,-0.329829,0.138421,-0.0727232,-0.17035,0.417202
BTB 01594,-2.62187,-13.0339,-10.6881,-2.15828,-6.73544,-15.4676,-2.89348,-2.62039,-2.66219,-2.76919,-3.66202,-2.38621,-2.06409,-2.415,-2.17775,-1.9971,-10.6693,-2.5915,-2.07645,-1.91847,-2.35893,-2.75882,-11.396,-12.9184,-6.45084,-2.71111,-19.9462,-7.75134,-9.89005,-2.08625,-2.09366,-7.39589,-25.3973,-2.91496,-1.08005,-13.9194,-8.10849,-8.07328,-4.18429,-11.5208,-8.57079,-1.79426,-6.64734,-4.07234,-10.3523,-1.65558,-22.0469,-10.2163,-1.74166,-9.31056,-10.2178,-2.35043,-2.23764,-13.0682,-2.51419,-7.08808,-16.1514,-1.88831,-14.04,-5.40415,-2.50233,-7.62152,-2.03945,-2.38024,-9.09496,-2.72442,-10.3791,-15.8444,-2.36689,-3.95976,-2.80493,-2.62346,-7.93204,-9.30085,-2.36702,-2.84427,-7.35248,-5.80818,-2.04677,-7.33776,-1.20547,-0.605272,-11.0178,-13.0759,-12.0466,-8.05515,-2.21957,-9.65743,-2.66759,-8.13913,-1.37498,-2.82422,-9.54761,-8.57973,-2.0888,-2.48543,-3.49849,-22.921,-8.7866,-5.8604,-8.93603,-2.42507,-5.75478,-11.9659,-3.0491,-21.1941,-14.0405,-2.30301,-10.5468,-2.27059,-6.0684,-8.13133,-5.51429,-3.49693,-8.86925,-1.82896,-5.06101,-4.55311,-2.32784,-5.21033,-2.47371,-2.63244,-2.61478,-7.29376,-3.78121,-18.0688,-1.40952,-2.72302,-1.74839,-2.30861,-17.0908,-9.00796,-11.3933,-2.45247,-3.47772
BTB 02800,0.106178,-0.428493,0.293396,0.889492,-0.161629,0.0819152,0.580124,0.340153,-0.184447,0.259706,0.418491,0.800443,0.951797,0.71434,0.556306,0.425254,0.622105,0.95128,0.918594,0.586034,0.623529,0.171028,-0.139095,0.391509,0.221613,0.960015,-4.85063,-0.601423,0.0982385,-0.19858,0.221138,-0.198788,0.701711,0.807507,-0.00814397,0.737813,0.774395,0.77945,0.173264,0.403679,0.304075,0.730343,0.252938,0.119248,0.542145,0.586351,-7.29907,0.0229712,-0.124666,0.326706,0.503887,0.195297,0.386989,0.427607,0.495824,-0.514582,-0.0649034,0.463928,0.366619,0.99438,1.00558,0.496511,-0.482528,0.760639,0.866053,0.130272,0.190002,0.117144,0.751354,0.528093,0.864274,0.288736,-0.168961,0.0403884,1.01572,0.433482,0.413675,0.423709,-0.124663,-0.56961,0.013692,-1.6062,0.282905,0.172969,0.496921,0.457684,0.804367,0.55307,0.62973,0.473219,0.298855,0.795984,0.745344,0.757225,0.668087,0.599116,0.216752,-0.359931,-0.251357,0.291768,0.764827,0.661279,0.765274,0.193796,0.864068,-5.29682,0.304946,0.75095,0.628604,0.995478,0.346826,-0.109693,0.151322,-0.0411008,0.428131,0.818131,0.603306,0.541496,0.728768,0.302761,-0.0211794,-4.20972,-4.1197,-0.152214,0.0565592,-4.51642,-0.878938,0.667088,0.529052,-0.154483,-0.770035,0.561964,0.351492,0.0267338,0.438521
BTB 02837,0.34656,-0.71222,-0.726136,-0.0548468,-0.199916,0.784639,1.05642,-0.850396,-1.60343,0.185624,-0.0406019,0.191918,0.0996709,-0.225414,0.134371,-0.107586,0.206779,-0.114074,0.0969269,-0.321031,-0.181257,-0.398157,-0.388414,-0.201683,-0.356842,0.315651,-6.77369,-0.602436,-0.0412371,-0.441913,-0.321329,-0.791516,-0.509952,-0.976608,-0.577268,-0.47186,-0.105457,0.61332,-0.272295,-0.41109,-0.869007,-0.151585,0.0157835,-0.347551,0.0823757,-0.504992,-7.58204,0.204262,-0.619972,-0.21418,0.554385,-0.269508,-0.392845,0.341098,-0.0130158,-1.36982,-0.899644,0.251213,-1.25327,0.57604,-0.277914,0.528336,-0.260761,0.284583,0.456197,-0.35311,0.0959153,-0.362558,-0.288704,0.537509,-0.370864,-1.19416,-0.821729,-0.579385,0.417763,-1.04068,0.347082,-0.220573,-0.548778,-1.97652,-0.913588,-1.55318,-0.32181,-0.543184,0.393748,-0.0928128,0.1001,0.0409506,-0.180005,0.227708,-0.473578,-0.361654,0.145325,0.645988,0.145424,0.0811105,-0.510581,-0.0689887,-0.410778,-1.37683,0.157996,-1.09702,-0.317561,0.0455618,-0.255398,-7.82654,-0.0607991,0.00924056,0.405128,0.301785,0.0542479,-0.584261,-0.0191346,-1.10521,-0.0238762,-0.334516,-0.300349,0.141298,-0.342213,-0.0516736,-0.998927,-3.95817,-3.81409,-0.173931,-0.618368,-6.4487,-0.829502,-0.27543,-0.253038,-0.565264,-1.10985,-0.199895,0.259883,-0.528623,-0.233837
BTB 03305,0.312377,-2.01902,-0.47534,0.198509,-1.97685,0.13001,0.910724,-2.55726,-4.04396,0.143848,0.68285,0.220468,0.0129001,-0.330817,0.560874,0.390847,-2.09462,-0.24396,0.274056,0.0605033,-0.121745,0.156336,-1.90778,-0.625508,-0.921725,0.432993,-8.97185,-1.14784,-0.248199,-0.922276,0.110971,-6.74045,-16.8316,-0.261755,-25.0944,-6.72693,-1.22933,0.257901,-0.700501,-0.249123,-0.458739,-0.0123681,-3.86142,0.167553,0.312101,-0.550354,-10.4493,-0.715673,-0.678313,-0.552469,-8.9265,0.248931,0.0924398,-2.30265,0.178828,-2.2874,-0.696053,0.630481,-1.38875,-0.777903,0.208041,-1.94174,-0.0622854,-0.177203,-1.55777,0.153482,-9.55489,-7.22526,0.274502,0.605441,-1.97796,-3.03005,-1.59956,-0.364308,0.374731,-0.357451,-4.37458,-7.08454,-3.2802,0.0843325,0.312921,-0.0423394,-0.427092,-0.787519,-0.139632,-0.361177,0.0599522,-2.13729,-0.0670324,-0.400058,-0.969483,-0.136281,-0.990266,-3.69315,0.13664,-0.176487,-0.185272,-6.87455,-5.24575,-0.551984,-2.14504,0.0224097,-0.032466,-2.56916,0.0611716,-11.5945,-0.452977,-0.252815,-2.47642,0.0403984,-1.9936,-0.60592,-0.268924,-0.691353,-4.50695,0.0963043,0.144125,0.406291,-0.254924,0.0527172,-1.01316,-3.12125,-3.02883,-4.94559,0.464244,-9.04543,-0.61197,-0.12834,-0.285892,-0.922156,-0.176977,-0.248581,-0.174969,-0.528144,0.0460521
BTB 03433,0.418922,0.444341,0.26039,0.98172,0.127301,-0.0680257,-1.5284,0.476287,0.850861,0.24877,0.744578,0.703903,0.870001,0.375874,0.726206,0.852145,0.975347,0.475059,0.344375,0.973078,0.658288,0.62586,-0.22675,0.725986,0.415274,0.609567,-3.71491,0.112929,0.265344,-0.203407,-0.271035,0.857916,1.20709,0.385074,0.144125,0.919279,-0.11749,-0.516025,0.277281,0.365997,0.192557,0.612596,0.242671,-0.0465126,0.463138,0.695465,-7.12332,0.0606912,-0.0852888,0.712389,0.147796,-0.242252,0.830527,0.0774736,0.508951,0.112033,0.0867974,0.364822,0.93391,-0.425802,0.307288,1.24239,0.150906,0.854889,0.963802,-0.209973,0.484816,0.164928,0.531846,-1.01045,0.0329315,0.321511,-0.00362798,0.268555,0.391021,0.340673,0.728775,0.299487,-0.363214,-0.68572,-0.0232522,0.434479,0.371438,0.155448,0.621815,0.143148,0.920144,0.613636,0.591391,0.189856,0.0245003,0.552896,0.945274,0.531242,1.05125,0.747513,0.581599,0.647088,0.777167,0.0463085,0.477919,0.764754,0.789355,0.693769,0.473909,-2.48041,1.08049,0.701967,1.09566,0.781262,0.622564,0.693196,1.47025,1.39923,0.296617,0.989133,1.349,0.86255,0.314501,1.40626,1.09021,-0.113668,-0.180595,0.483373,0.286795,-5.08536,-0.154322,0.893492,0.876465,0.141644,-0.942906,-0.465431,0.178589,-0.279003,0.314225
BTB 03574,-0.346763,-0.474616,0.294156,0.273909,-0.407494,0.417001,0.296912,1.01093,1.08126,-0.309156,-0.450085,-0.439046,0.0624202,-0.0984271,-0.168126,0.116521,0.170053,-0.484774,-0.213747,-0.0724593,-0.0772853,-0.288425,-0.154008,0.0557267,0.415216,-0.197636,-4.88698,0.154796,0.00420164,-0.437098,-0.196555,0.306461,0.701711,-0.075104,0.333475,-0.0783242,-0.377033,-0.121915,0.0775675,-0.0871258,0.188,-0.570341,0.23247,-0.0126001,-0.826152,-0.33806,-6.18816,-0.0582902,-0.747111,-0.26528,-0.0808097,-0.210999,0.310068,-0.59655,-0.122025,-0.59523,-0.294384,0.133993,-0.541631,-1.61252,-0.0550445,0.710457,-0.304659,0.212916,0.134245,-0.187366,-0.00839604,0.143144,-0.313293,0.105129,0.810648,1.0061,-0.427237,0.0753526,-0.354359,0.102389,0.0941648,0.128495,0.093435,0.415575,0.686038,-0.0166745,0.0490708,0.182428,0.242113,0.146655,0.0288629,-0.17989,-0.194721,0.133332,0.284945,-0.343411,-0.0745276,0.151567,0.336487,-0.197989,-0.588469,0.498849,-0.138511,0.241597,0.391959,0.330495,0.015843,-0.361783,0.0357805,-5.82437,1.46386,-0.25879,-0.0525677,0.0662968,0.224815,0.265917,-0.654563,-0.250228,-0.297472,0.0830891,-0.744823,-0.984525,-0.309295,-0.381845,-0.241281,-1.26376,-1.29426,-0.122227,0.0771223,-5.53696,-0.734556,-0.00461351,-0.0036164,-0.277976,-0.31374,-0.0694054,-0.197018,-0.0474906,-0.14507
