"","BCK1_EDCT","BCK1_ED_FODCT","CLN2_EDCT","CLN2_ED_FODCT","FMP48_EDCT","FMP48_ED_FODCT","HOG1_EDCT","HOG1_ED_FODCT","IRE1_EDCT","IRE1_ED_FODCT","KSP1_EDCT","KSP1_ED_FODCT","MKK1_EDCT","MKK1_ED_FODCT","NNK1_EDCT","NNK1_ED_FODCT","NPR1_EDCT","NPR1_ED_FODCT","pdryCG196_EDCT","pdryCG196_ED_FODCT","pdryCG200_ED_FODCT","RIO1_EDCT","RIO2_EDCT","RIO2_ED_FODCT","Sc_hdip2uM_F12_9","Sc_hetdip2uM_S12_9","Sc_mata2uM_F12_9","Sc_mata2uM_S12_9","SLT2_EDCT","SLT2_ED_FODCT","TOR1_EDCT","TOR1_ED_FODCT","TOR2_EDCT","TOR2_ED_FODCT","WTScer1448_EDCT","WTScer1448_ED_FODCT","WTScer1450_ED_FICT","WT_het_dip_FO12_5","WT_mata_FO12_5"
"BTB 05304","-2.25217","-0.10091","-14.1661","-0.215017","-4.20486","-0.362418","-4.21115","-1.89043","-15.9277","-0.139473","-10.198","-0.323815","-2.37614","-0.568532","-5.04906","-0.867786","-12.0293","-0.438911","-30.6732","-46.964","-36.2992","-3.19347","-3.83571","-0.775286","-1.17915","-2.35902","-5.77047","-4.6551","-20.1193","-4.4418","-10.5047","-0.239407","-15.249","-0.697227","-14.5683","-1.0073","-13.5384","-0.389705","-0.121238"
"BTB 05335","-0.404287","0.529173","-4.06005","0.588441","-0.557806","1.00448","0.222637","0.380807","-2.03566","0.862569","-1.36567","0.947869","-0.451093","0.978859","-0.646715","1.33988","-1.54248","0.663571","-29.2287","-43.9916","-34.8717","-0.682263","-0.951961","0.426866","0.575362","0.041846","1.29036","0.0771259","-5.14452","0.908917","-2.20506","0.598799","-3.71442","0.778394","-4.89379","1.00485","-3.05307","0.404316","0.412035"
"BTB 05411","-5.89274","-5.94721","-24.6572","-6.63913","-7.86186","-11.9136","-6.33066","-5.41575","-30.2657","-9.21946","-20.3879","-9.76974","-6.14712","-8.75713","-16.0252","-9.73511","-13.7067","-8.78094","-30.2846","-46.964","-35.6874","-7.09207","-10.3877","-9.84493","-0.902635","-5.38591","-11.0263","-7.20402","-28.0291","-41.9431","-20.6415","-8.75","-35.7184","-20.211","-24.9713","-6.23677","-28.9518","-9.3817","-4.27601"
"BTB 05413","-5.976","-6.56789","-23.6298","-5.48547","-7.24344","-5.18207","-6.43443","-5.76588","-30.4767","-9.38155","-20.622","-10.1253","-5.36548","-5.95679","-16.8316","-20.4283","-13.2345","-3.38576","-30.2643","-46.964","-35.6874","-6.11398","-8.21771","-8.45709","-2.04919","-14.1547","-19.3061","-11.538","-27.8143","-39.7291","-20.6624","-8.80134","-24.532","-0.697227","-21.1573","-6.0754","-28.8819","-6.36639","-2.96398"
"BTB 05417","-5.99326","-6.52149","-24.7046","-6.68179","-7.80736","-11.9875","-6.50712","-5.76588","-30.8731","-9.46059","-20.7834","-10.1253","-6.45649","-12.2667","-16.8468","-20.4283","-13.6896","-8.60561","-30.149","-46.6667","-36.0952","-7.4698","-10.7621","-18.2981","-2.834","-20.5558","-39.4109","-17.4653","-28.1951","-42.2358","-20.9311","-8.91254","-36.3444","-21.3354","-25.606","-11.8625","-29.1265","-9.40924","-4.34795"
"BTB 05434","-1.91091","0.102849","-10.7941","-0.0772566","-4.05755","0.191812","-3.75287","-1.47337","-13.2579","-0.0189068","-6.93627","0.247038","-1.7109","-0.0198904","-2.53516","0.161713","-8.05313","0.171795","-30.2741","-46.6667","-36.5031","-2.31309","-2.35073","-0.206345","-0.439853","-2.73238","-4.99435","-5.23717","-17.2513","-2.43507","-5.99092","0.316562","-8.38767","-0.30033","-11.6707","-0.312951","-7.03748","-0.0987538","0.0812883"
"BTB 05488","-5.86569","-4.56542","-23.8209","-5.28818","-7.07032","-1.01576","-5.93917","-3.73546","-27.6752","-3.9078","-19.4354","-4.40267","-4.40919","0.511115","-11.0445","-0.0956614","-13.7162","-6.47732","-30.6835","-47.2612","-36.5031","-2.78273","-4.41602","-0.268242","0.298359","-1.01083","0.530275","-1.4151","-28.3618","-42.4447","-19.4076","-3.61871","-17.9277","0.111816","-19.1325","0.0708927","-21.9616","0.217386","-0.88437"
"BTB 05562","-0.707337","0.316011","-4.40796","0.217821","-1.22631","0.598144","-0.647798","-0.263096","-4.65576","0.417814","-2.70866","0.387205","-0.808616","0.511115","-1.38573","0.527791","-3.70169","0.246364","-24.0401","-18.7261","-31.8128","-0.849834","-1.22223","0.331647","1.36885","0.478082","0.940437","-0.0521531","-6.11356","-0.888925","-3.35767","0.427756","-4.42115","0.651178","-6.40909","0.383844","-4.1016","0.414561","0.221607"
"BTB 05678","-1.80058","0.149242","-12.7177","-0.0674782","-1.75742","0.290152","-3.34993","-1.17188","-9.86366","0.0601319","-6.5049","-0.0332938","-1.74679","0.349321","-2.98475","0.161713","-5.21596","0.171795","-4.9023","-0.29724","-2.24321","-0.900067","-1.59394","0.205479","1.12098","0.199724","0.206835","-0.513267","-12.6911","-1.18172","-6.44923","0.205368","-6.04585","0.651178","-9.84504","-0.0782378","-5.11518","0.374942","0.0501844"
"BTB 06086","-3.40772","-0.314072","-17.4828","-0.723397","-4.52851","-0.732163","-5.05051","-3.0458","-21.3303","-0.94191","-12.8542","-0.388804","-3.42998","-0.775949","-6.64293","-1.12516","-11.4362","-0.487286","-30.7074","-46.964","-36.2992","-2.99525","-3.71669","-1.69178","-0.92186","-3.35337","-8.75239","-5.54889","-19.6127","-5.57016","-13.1029","-0.572989","-15.2176","-2.04563","-18.4007","-1.08064","-13.5733","-1.12307","-0.543647"
"BTB 06196","-1.41533","-0.851368","-11.9084","-1.54641","-1.86191","-1.38473","-3.99744","-2.41105","-8.56603","-1.42819","-5.23358","-1.42477","-1.55554","-1.71144","-3.06103","-2.41203","-4.32885","-1.18059","-4.37741","-2.08068","-4.48641","-0.713982","-1.21687","-1.21806","-0.330138","0.516005","-1.64551","-0.825844","-8.98261","-7.91249","-4.98729","-1.06911","-3.91413","-1.09412","-11.4211","-1.92167","-3.40258","-0.641699","-0.735233"
"BTB 06254","-6.00067","-6.52149","-24.8295","-6.68179","-7.78571","-11.6551","-6.54862","-5.64259","-30.5148","-9.38155","-20.5722","-9.82454","-6.1139","-9.75894","-16.8969","-19.3476","-14.0459","-8.80312","-30.5543","-46.6667","-36.0952","-7.33077","-10.8302","-18.4553","-1.42324","-11.1141","-15.7666","-9.13459","-28.2748","-42.5286","-20.916","-8.96388","-35.9726","-19.056","-25.1735","-5.84313","-28.7421","-9.44922","-4.3216"
"BTB 06263","-2.67051","0.269617","-13.958","-0.143021","-4.97427","0.548587","-2.98318","-0.66957","-19.8912","0.00253725","-6.0377","0.462382","-1.78955","0.358139","-5.92354","0.0130416","-13.1065","-2.2085","-29.7276","-44.586","-35.8913","-2.52815","-3.90495","-0.45868","-0.95607","-1.18272","-4.15218","-3.58122","-27.1733","-35.1695","-10.9702","0.265217","-12.1664","-0.31558","-11.1034","0.14913","-16.2995","0.0172746","0.0788698"
"BTB 06536","-1.09862","-0.137901","-9.67296","-0.162578","-1.12721","-0.11618","-3.02487","-0.689313","-5.63186","-0.380606","-3.90768","-0.108472","-0.918849","-0.172866","-1.25379","-0.461739","-3.22026","-0.0740928","-30.753","-46.6667","-35.8913","-0.85724","-0.962672","-0.901453","-2.68015","0.608476","-0.797077","-0.777645","-13.5003","-3.39734","-3.40878","-0.247911","-3.93797","-0.839692","-10.0751","-0.386292","-3.43753","-0.397306","-0.0637815"
"BTB 06587","-6.10428","-6.56789","-25.767","-6.87199","-7.87424","-11.9875","-6.79257","-5.76588","-30.9982","-9.58116","-21.1566","-10.4056","-6.51131","-12.3388","-16.9523","-20.7943","-14.0555","-8.87769","-31.2324","-47.2612","-36.2992","-7.43729","-10.9221","-18.5505","1.38587","-2.66253","-1.06432","-3.53573","-28.8349","-43.2392","-21.2866","-9.03224","-36.5897","-21.6051","-25.6433","-12.019","-29.3013","-9.53422","-4.36482"
"BTB 06669","-5.32791","-2.01813","-23.4265","-3.79947","-6.39597","-0.017839","-6.44909","-4.8754","-26.5191","-3.52336","-17.0265","-1.41458","-5.53573","-3.74421","-10.1502","-0.65038","-12.5058","-1.2653","-30.7951","-46.3695","-36.2992","-5.25146","-7.48248","-0.111126","0.721761","-0.459555","0.242049","-1.06035","-26.4747","-29.0226","-17.1218","-0.88106","-25.0129","0.111816","-20.9636","-0.383844","-22.346","-0.241842","-1.67452"
"BTB 06671","-5.82962","-5.39048","-24.0439","-4.95313","-7.55055","-9.3658","-6.03302","-4.33021","-28.8851","-7.94681","-19.3976","-7.4698","-6.14982","-10.7105","-15.6135","-5.92566","-12.8106","-3.5913","-30.8459","-46.0722","-35.0756","-6.96999","-9.80119","0.203105","0.654688","-0.928859","-0.4092","-1.82718","-27.3435","-38.0957","-19.6458","-6.79199","-35.1531","-4.38648","-24.6493","-5.69155","-26.3304","-6.98267","-4.01435"
"BTB 06776","-0.651012","0.0194648","-9.14248","0.070282","-0.960068","0.364101","-1.66577","-0.489932","-3.72511","0.259737","-1.93023","0.18205","-0.63938","0.124267","-1.49749","-0.244333","-2.00203","0.145601","-24.6524","-28.8323","-27.9381","-0.919875","-1.22643","-0.206345","0.237472","0.275656","0.49733","0.406806","-7.8812","-1.6834","-3.06716","0.137016","-5.35689","-0.030649","-9.02378","-0.388741","-4.27636","0.142629","0.049711"
"BTB 06877","-2.69529","-0.351063","-15.7588","-0.447877","-2.96421","-0.584265","-4.57247","-1.67275","-15.1804","-0.742305","-7.70217","-0.658947","-2.67888","-0.865664","-4.66013","-1.3138","-7.65359","-0.640438","-28.6125","-29.4268","-33.852","-2.0522","-2.63752","-0.332513","0.513342","0.62326","-0.484951","-0.211094","-17.8459","-4.10792","-9.44472","-0.41045","-9.86808","-0.697227","-16.1541","-0.68945","-8.61028","-0.284031","-0.294571"
"BTB 06908","-1.25313","-0.0175259","-13.402","-0.300338","-2.37008","0.216204","-3.26947","-0.812603","-9.10129","-0.181001","-7.18494","0.0418839","-1.4146","-0.253763","-2.18462","-0.353036","-6.32603","0.0488512","-30.2733","-37.4523","-27.9381","-1.27405","-1.54685","0.393543","-2.47912","-0.166669","-0.640309","-0.135509","-13.9803","-2.60287","-6.17784","-0.0683646","-5.13545","-0.030649","-12.8698","0.317848","-4.06665","-0.118508","-0.0481069"
"BTB 06938","-6.00266","-6.56789","-25.4371","-6.73423","-7.6902","-11.7413","-6.88874","-5.76588","-30.7954","-9.46059","-20.9669","-10.4706","-6.44712","-12.2667","-16.983","-20.3883","-14.021","-8.72855","-31.3161","-47.2612","-36.5031","-7.38733","-10.8704","-18.4243","-2.54893","-5.39502","-3.15254","-3.8699","-28.7044","-42.7375","-21.0182","-8.97239","-36.357","-21.3354","-25.7243","-12.019","-28.9168","-9.46615","-4.39757"
"BTB 07090","-0.805303","0.186233","-8.3637","0.512898","-0.986878","0.770434","-2.31823","-0.310293","-1.79064","0.542397","-2.47417","0.527371","-0.615474","0.744987","-2.07878","0.676463","-1.87927","0.369308","-26.6706","-20.5096","-32.6285","-1.28994","-1.5346","0.553033","0.0367487","0.386558","0.370573","-0.248666","-7.3427","0.616125","-2.48241","0.53895","-4.15923","0.381497","-7.47697","0.691899","-6.16371","0.442466","0.303767"
"BTB 07221","-1.03371","-0.132155","-7.2363","-0.38796","-1.95434","-0.168706","-2.37596","-0.991443","-6.78742","-0.131749","-5.59841","-0.477313","-0.473066","-0.348422","-2.16071","-0.263793","-4.73856","-0.0302599","-2.93502","-1.15296","-1.4275","-1.00343","-1.03028","0.114956","0.229632","0.389205","-1.00369","-0.209075","-9.4002","-3.34407","-4.5266","-0.00860905","-3.201","0.151968","-7.43802","-0.610461","-3.26493","-0.0634489","-0.216694"
"BTB 07256","-3.19046","-1.08548","-15.3135","-2.32178","-4.0216","-1.88014","-4.2661","-2.0414","-18.5946","-2.03625","-8.62597","-1.69845","-3.30595","-2.55377","-6.45176","-3.51993","-8.28141","-1.51218","-25.5599","-25.413","-28.346","-3.45162","-4.47951","-2.86687","-0.159593","0.00918318","-0.380737","-0.0555043","-21.7195","-13.4989","-11.0695","-1.48255","-15.3781","-3.56255","-15.886","-2.06245","-13.6413","-3.10733","-1.57661"
"BTB 07373","-6.0802","-6.62181","-25.055","-6.83489","-8.01438","-12.1892","-6.44277","-5.7098","-30.5969","-8.77281","-21.3311","-10.5065","-6.35936","-12.1153","-17.1273","-20.8108","-14.4558","-9.0318","-30.5309","-47.6897","-36.5031","-7.46496","-10.9696","-18.6655","0.057185","-5.7021","-22.3785","-7.41338","-28.9169","-43.3392","-21.0536","-9.02993","-36.7161","-21.6344","-25.6151","-12.1938","-29.4626","-9.55264","-4.42608"
"BTB 07554","-0.939443","0.0787304","-4.01958","0.0605995","-1.69184","0.384288","-1.03157","-0.74237","-5.60511","0.267169","-3.40344","0.201094","-0.635293","0.0983126","-1.92629","0.629511","-3.92646","0.18365","-24.8051","-29.5138","-22.4321","-1.03078","-1.43834","0.55375","0.740659","0.963255","0.701762","1.14984","-8.26919","-0.00408952","-3.53395","0.210415","-3.53651","0.340993","-5.74149","0.1493","-3.12795","0.330483","0.0894288"
"BTB 07887","-2.77002","-0.260548","-12.7124","-0.428703","-3.13731","-0.314904","-4.20387","-1.26089","-11.6447","-0.251028","-9.15888","-0.550802","-2.72911","-0.743529","-4.59277","-0.761287","-7.71881","-0.221702","-30.2198","-47.1116","-36.5031","-1.84868","-3.03828","-0.329616","-1.29773","0.979594","-0.879109","1.13355","-15.5952","-3.71514","-9.13169","-0.337145","-8.48901","-0.829101","-9.76041","-0.6273","-9.15512","-0.255399","-0.267155"
"BTB 08347","-5.94254","-6.36502","-24.4345","-6.47386","-7.61863","-10.1655","-6.47423","-5.56116","-31.0602","-9.51371","-20.5219","-9.28532","-6.20571","-11.252","-16.1178","-14.9711","-13.4769","-7.04997","-29.1077","-44.7961","-34.6677","-7.03486","-10.2239","-5.95845","-0.155157","0.711492","-0.514646","0.529464","-28.4848","-42.85","-20.7037","-8.28123","-34.6807","-11.5323","-24.4752","-5.4322","-27.4421","-7.26441","-4.04591"
"BTB 08378","0.668537","0.399395","1.53446","0.369194","0.249062","0.853858","0.594546","-0.261147","0.911866","0.583925","0.724169","0.608139","0.507144","0.600599","-0.070575","1.01205","-0.0684523","0.541727","-18.477","-14.42","-28.7538","0.038559","0.0107021","0.576705","0.108812","1.08107","-0.117553","0.660766","0.537792","-0.493275","0.288323","0.53895","0.0179832","0.424022","0.683489","0.527832","0.0911065","0.352735","0.224322"
"BTB 08441","-0.0299245","0.316902","0.140087","0.287707","-2.78014","0.0402647","-0.0342719","-0.367034","-1.30845","0.505727","-5.62595","0.127606","0.150338","0.603833","-7.36494","-0.779403","-3.94612","0.422368","-20.401","-21.0567","-25.6949","-2.64798","-2.33149","-0.947752","-0.441535","-0.520319","-0.233896","-1.55483","-3.44174","-1.47165","-4.66144","0.0830247","-7.9093","-1.60382","-0.17819","0.503777","-14.9083","0.211732","0.163403"
"BTB 08717","0.345728","0.197816","0.282497","0.235268","-0.00440249","0.540811","-0.0609633","-0.472921","0.342312","0.30825","-0.216628","0.201094","0.473552","0.428178","-0.338363","0.852058","-0.389169","0.375092","10.4834","-1.4404","-0.611784","-0.075468","-0.166334","0.843401","0.018068","0.215054","-0.704466","0.0904366","1.53189","-0.982461","-0.417371","0.379152","0.129402","0.867103","0.336134","0.40672","0.0226159","0.363814","0.133934"
"BTB 09155","-4.94274","-2.34952","-21.8035","-4.21409","-5.74828","-0.920347","-5.05627","-2.0414","-29.8325","-8.59263","-15.0751","-0.912666","-5.12271","-4.49252","-12.062","-1.41003","-10.6738","-0.67433","-28.7104","-46.5303","-36.2992","-5.13111","-7.5726","-3.0696","-3.36214","-5.29663","-8.25788","-5.41473","-25.5429","-30.4517","-17.6087","-3.24927","-24.8","-3.91641","-21.5157","-3.25238","-22.4765","-6.4613","-3.32572"
"BTB 09198","-5.66242","-4.12841","-14.9694","0.415593","-4.87249","0.717986","-4.06364","-0.216389","-23.514","-2.20454","-10.9488","0.941695","-4.00289","0.557412","-8.40525","1.16964","-8.11069","0.661086","-27.5484","-41.0402","-23.6556","-4.58002","-6.30766","0.448607","0.297828","-0.494044","0.613589","0.140709","-27.6513","-38.4473","-12.3842","0.648462","-20.4134","0.236906","-16.8257","1.56653","-14.3262","0.0150519","0.018968"
"BTB 10339","-5.89505","-5.01721","-25.0601","-6.45047","-7.70799","-7.22504","-6.71964","-5.46819","-31.087","-9.27515","-20.9643","-8.78777","-6.15293","-8.36317","-13.3619","-0.332477","-14.1653","-8.38773","-29.6024","-47.6897","-36.5031","-6.55139","-9.94323","-0.19617","0.0991786","1.12286","-1.0107","0.423923","-28.5681","-43.0524","-21.0692","-7.16264","-33.2128","0.129024","-25.1737","-5.63276","-27.853","-4.33337","-3.99445"
"BTB 10696","-2.15001","0.0694234","-6.0876","0.235268","-2.12726","0.164991","-1.52234","-0.203472","-7.87565","0.185007","-5.16261","0.0654127","-1.89059","0.0465532","-4.13411","-0.0419287","-4.57466","0.0642909","-23.827","-24.2089","-34.4638","-2.78954","-3.27659","-0.598157","-1.53152","-0.0752681","-0.987486","0.457581","-13.9996","-2.73677","-7.37085","-0.118121","-13.452","-1.59373","-8.21976","0.397184","-9.25786","-0.571212","0.0659922"
"BTB 10821","-6.01421","-6.53001","-23.9028","-6.7534","-7.82209","-12.1058","-6.66396","-5.71726","-30.4813","-9.47659","-21.356","-10.5065","-6.33288","-12.1411","-16.8279","-20.5999","-13.8547","-8.93725","-29.5417","-47.6897","-36.2992","-7.3454","-10.93","-18.6593","-8.23897","-2.74361","-6.92964","-2.78039","-28.5548","-43.3392","-20.8948","-9.08916","-36.6963","-21.6138","-25.0343","-7.44277","-29.3256","-9.36202","-4.33501"
"BTB 11033","-0.0124814","0.243716","-0.0398243","0.101343","0.10839","0.23809","-0.83519","-0.487841","1.02176","0.226088","0.228207","0.212389","-0.0658674","0.205111","-0.314421","0.823184","1.07476","0.422368","-16.2767","-9.53666","-24.0635","-0.0308206","-0.243739","0.635524","-0.0795182","1.11799","-0.527885","0.750568","-0.57635","-1.26922","-0.111995","0.118781","-0.319224","0.430919","0.151524","0.388326","0.0226159","0.279345","0.0986656"
"BTB 11084","-2.04734","-0.178055","-17.8592","-1.56424","-7.33609","-4.25028","-3.82884","-1.72374","-19.3142","-1.2622","-15.9137","-0.6017","-1.84752","-0.621881","-10.1398","-0.308393","-13.4383","-3.98923","-26.8446","-30.9095","-24.4713","-2.15405","-3.87452","0.0248383","-0.751333","-1.80239","-2.51979","-3.21102","-26.2597","-27.348","-18.2443","-0.760662","-9.86672","-0.488187","-9.05782","-0.435565","-23.2984","-0.372372","-1.59725"
"BTB 11110","-3.16935","-0.0130694","-21.6945","-2.42024","-6.85699","-0.732847","-5.27763","-2.31831","-19.1219","-0.378236","-17.0699","-0.963564","-2.77183","-0.0934363","-8.68779","-0.205412","-13.1453","-3.16074","-30.2846","-47.399","-36.5031","-3.15603","-3.7377","-0.0559078","-0.462347","-0.0924503","-1.20411","-0.681012","-24.0169","-14.7134","-17.1611","-0.186285","-12.4173","-0.10841","-25.2097","-5.95062","-16.9288","-9.28238","-4.38814"
"BTB 11228","-0.439505","0.234409","-2.8954","0.0896471","-1.16774","0.384288","-0.441078","-0.281523","-2.51332","0.423565","-2.60154","0.127606","-0.47852","0.37455","-1.54726","0.660463","-1.68402","0.255733","-29.6602","-41.9057","-33.852","-1.11527","-1.74905","0.501705","0.810223","0.197139","0.224412","0.738869","-2.91142","-1.67408","-3.56209","0.438378","-5.29354","0.431769","-3.55595","0.22464","-5.11418","0.290519","0.110652"
"BTB 11385","-2.51734","0.0694234","-9.84947","0.194525","-2.31785","0.0712413","-3.66634","-0.515677","-12.3673","0.106809","-5.70509","0.0032195","-2.50953","0.0682561","-3.54309","-0.112043","-4.66693","-0.127152","-17.1776","-11.5072","-4.07856","-2.12092","-2.86101","-0.62858","-0.545988","0.457531","-0.0294337","0.470659","-14.0325","-3.22596","-8.26131","0.0416774","-8.28799","-0.815932","-10.3808","-0.0825487","-6.72371","-0.0980169","0.000263721"
"BTB 11831","-2.45282","-0.260548","-9.98083","-0.283082","-4.69651","-0.461102","-3.04852","-0.629023","-17.7844","-0.489586","-8.86487","-0.686483","-2.32571","-0.533578","-10.7108","-1.32167","-8.04464","-0.293786","-23.9744","-22.4779","-26.9185","-4.40006","-5.48138","-0.841978","-2.04581","-6.40863","-6.27707","-6.19328","-14.6451","-4.98027","-13.1142","-0.39637","-17.4925","-1.23985","-14.6783","-0.91124","-15.833","-0.499059","-0.295096"
"BTB 11835","-1.02959","0.234409","-5.12165","0.171134","-1.6753","0.300864","-1.04214","-0.238768","-6.84736","0.14789","-2.3867","0.127606","-1.05258","0.218185","-2.0911","0.39856","-3.02049","0.18365","-29.352","-38.7183","-34.056","-1.34348","-2.04932","0.443226","0.107776","1.14612","-0.350247","1.06196","-7.93331","-1.7584","-4.69236","0.260701","-6.77606","-0.0616491","-5.12203","0.271734","-5.04569","0.205955","0.118743"
"BTB 11841","-6.00441","-6.04372","-23.0711","-5.37379","-7.68233","-11.4694","-6.7455","-5.42544","-28.3553","-6.64561","-20.0631","-8.90658","-6.16587","-11.0269","-16.1851","-16.5504","-13.5384","-7.28401","-29.89","-43.3589","-22.0242","-7.10016","-10.5327","-4.28373","-1.55323","-0.712403","-1.18683","-1.42689","-28.7429","-43.0524","-20.4815","-6.54581","-36.4381","-18.2792","-24.8509","-5.33285","-29.1886","-7.39989","-4.05209"
